imageFilename,bboxes
.\rgb_\C702_2017_12_31_17_14_40\1.jpg,"[[109.0, 117.0, 242.0, 122.0], [116.0, 78.0, 31.0, 25.0], [130.0, 93.0, 25.0, 17.0], [151.0, 84.0, 27.0, 14.0], [164.0, 90.0, 24.0, 17.0], [16.0, 80.0, 89.0, 38.0], [196.0, 86.0, 26.0, 17.0], [330.0, 108.0, 21.0, 24.0], [82.0, 118.0, 46.0, 41.0], [95.0, 100.0, 32.0, 19.0]]"
.\rgb_\C702_2017_12_31_17_14_40\4.jpg,"[[101.0, 95.0, 29.0, 29.0], [121.0, 84.0, 28.0, 18.0], [125.0, 119.0, 53.0, 38.0], [125.0, 92.0, 31.0, 18.0], [166.0, 89.0, 30.0, 19.0], [199.0, 85.0, 15.0, 16.0], [206.0, 170.0, 135.0, 65.0], [212.0, 80.0, 28.0, 24.0], [336.0, 104.0, 15.0, 28.0], [63.0, 82.0, 30.0, 19.0], [89.0, 89.0, 35.0, 19.0], [8.0, 72.0, 55.0, 72.0]]"
.\rgb_\C702_2017_12_31_17_14_40\8.jpg,"[[114.0, 89.0, 33.0, 19.0], [119.0, 80.0, 35.0, 19.0], [142.0, 125.0, 67.0, 39.0], [161.0, 91.0, 28.0, 16.0], [190.0, 88.0, 26.0, 16.0], [215.0, 86.0, 18.0, 17.0], [253.0, 185.0, 98.0, 54.0], [332.0, 98.0, 19.0, 38.0], [3.0, 75.0, 60.0, 83.0], [64.0, 83.0, 31.0, 23.0], [86.0, 88.0, 37.0, 19.0], [98.0, 99.0, 31.0, 31.0]]"
.\rgb_\C702_2017_12_31_17_14_40\11.jpg,"[[120.0, 80.0, 22.0, 11.0], [147.0, 124.0, 74.0, 49.0], [152.0, 91.0, 32.0, 18.0], [193.0, 85.0, 16.0, 20.0], [210.0, 85.0, 28.0, 21.0], [280.0, 182.0, 71.0, 57.0], [4.0, 75.0, 65.0, 79.0], [85.0, 82.5, 38.5, 22.5], [94.0, 102.0, 40.0, 32.0]]"
.\rgb_\C702_2017_12_31_17_34_35\1.jpg,"[[110.0, 98.0, 35.0, 27.0], [114.0, 87.0, 32.0, 17.0], [144.0, 95.0, 24.0, 17.0], [39.0, 94.0, 47.0, 25.0], [68.0, 125.0, 73.0, 49.0], [88.0, 86.0, 36.0, 22.0]]"
.\rgb_\C702_2017_12_31_17_34_35\15.jpg,"[[190.0, 101.0, 52.0, 35.0], [23.0, 120.0, 88.0, 54.0], [58.0, 82.0, 32.0, 34.0], [76.0, 99.0, 33.0, 37.0], [96.0, 95.0, 39.0, 29.0]]"
.\rgb_\C702_2017_12_31_17_54_30\1.jpg,"[[38.0, 105.0, 43.0, 29.0]]"
.\rgb_\C702_2017_12_31_17_54_30\4.jpg,"[[54.0, 85.0, 123.0, 76.0]]"
.\rgb_\C702_2017_12_31_17_54_30\18.jpg,"[[170.0, 94.0, 173.0, 75.0], [69.0, 104.0, 49.0, 41.0]]"
.\rgb_\C702_2017_12_31_18_14_22\1.jpg,"[[76.0, 95.0, 48.0, 32.0]]"
.\rgb_\C702_2017_12_31_18_34_33\1.jpg,"[[107.0, 93.0, 29.0, 22.0], [226.0, 91.0, 21.0, 22.0], [233.0, 109.0, 25.0, 22.0], [66.0, 99.0, 31.0, 21.0]]"
.\rgb_\C702_2017_12_31_18_34_33\2.jpg,"[[274.0, 98.0, 20.0, 20.0], [27.0, 149.0, 121.0, 76.0], [62.0, 102.0, 34.0, 24.0], [96.0, 94.0, 30.0, 25.0]]"
.\rgb_\C702_2017_12_31_18_34_33\16.jpg,"[[111.0, 123.0, 74.0, 48.0], [77.0, 99.0, 34.0, 38.0]]"
.\rgb_\C702_2017_12_31_18_54_28\1.jpg,"[[107.0, 92.0, 42.0, 26.0], [77.0, 99.0, 42.0, 23.0]]"
.\rgb_\C702_2017_12_31_19_34_22\1.jpg,"[[137.0, 92.0, 30.0, 20.0], [153.0, 113.0, 46.0, 31.0], [158.0, 95.0, 34.0, 21.0], [207.0, 124.0, 45.0, 29.0], [22.0, 101.0, 48.0, 29.0], [70.0, 95.0, 32.0, 32.0]]"
.\rgb_\C702_2017_12_31_19_34_22\2.jpg,"[[135.0, 90.0, 36.0, 23.0], [263.0, 116.0, 86.0, 105.0], [26.0, 98.0, 44.0, 29.0], [70.0, 94.0, 34.0, 27.0], [95.0, 92.0, 42.0, 27.0]]"
.\rgb_\C702_2017_12_31_19_34_22\7.jpg,"[[1.0, 125.0, 75.0, 36.0], [100.0, 94.0, 42.0, 22.0], [138.0, 92.0, 25.0, 22.0], [22.0, 96.0, 48.0, 33.0], [284.0, 107.0, 59.0, 71.0], [68.0, 98.0, 40.0, 27.0]]"
.\rgb_\C702_2017_12_31_19_34_22\16.jpg,"[[138.0, 92.0, 30.0, 20.0], [13.0, 84.0, 37.0, 22.0], [211.0, 91.0, 25.0, 22.0], [22.0, 98.0, 50.0, 34.0], [296.0, 96.0, 34.0, 28.0], [71.0, 100.0, 36.0, 23.0], [94.0, 97.0, 33.0, 21.0]]"
.\rgb_\C702_2017_12_31_19_54_32\1.jpg,"[[121.0, 91.0, 29.0, 23.0], [157.0, 90.0, 30.0, 22.0], [78.0, 82.0, 35.0, 25.0], [84.0, 116.0, 54.0, 40.0], [86.0, 97.0, 38.0, 27.0]]"
.\rgb_\C702_2017_12_31_20_14_25\1.jpg,"[[280.0, 98.0, 25.0, 24.0], [303.0, 103.0, 26.0, 28.0], [65.0, 107.0, 79.0, 38.0]]"
.\rgb_\C702_2017_12_31_20_14_25\3.jpg,"[[1.0, 114.0, 49.0, 52.0], [281.0, 97.0, 24.0, 27.0], [302.0, 107.0, 22.0, 25.0], [49.0, 102.0, 72.0, 38.0]]"
.\rgb_\C702_2017_12_31_20_14_25\8.jpg,"[[1.0, 134.0, 57.0, 68.0], [282.0, 98.0, 28.0, 18.0], [296.0, 114.0, 29.0, 26.0]]"
.\rgb_\C702_2017_12_31_20_14_25\15.jpg,"[[278.0, 94.0, 33.0, 23.0], [287.0, 105.0, 28.0, 27.0], [7.0, 147.0, 154.0, 74.0]]"
.\rgb_\C702_2017_12_31_20_34_22\2.jpg,"[[238.0, 88.0, 26.0, 19.0], [251.0, 100.0, 24.0, 20.0]]"
.\rgb_\C702_2017_12_31_20_34_22\8.jpg,"[[1.0, 132.0, 78.0, 74.0], [240.0, 88.0, 21.0, 18.0], [249.0, 97.0, 22.0, 25.0]]"
.\rgb_\C702_2017_12_31_20_34_22\11.jpg,"[[1.0, 153.0, 103.0, 73.0], [245.0, 90.0, 28.0, 20.0], [306.0, 118.0, 45.0, 35.0]]"
.\rgb_\C702_2017_12_31_20_54_21\2.jpg,"[[1.0, 101.0, 53.0, 38.0], [1.0, 173.0, 130.0, 63.0], [206.0, 145.0, 106.0, 45.0], [2.0, 144.0, 89.0, 37.0], [95.0, 114.0, 70.0, 36.0]]"
.\rgb_\C702_2017_12_31_20_54_21\5.jpg,"[[1.0, 104.0, 57.0, 28.0], [1.0, 124.0, 55.0, 43.0], [200.0, 146.0, 115.0, 50.0], [290.0, 110.0, 41.0, 32.0], [48.0, 152.0, 120.0, 54.0], [49.0, 184.0, 142.0, 55.0], [71.0, 110.0, 62.0, 27.0]]"
.\rgb_\C702_2017_12_31_20_54_21\11.jpg,"[[1.0, 102.0, 52.0, 29.0], [209.0, 135.0, 98.0, 52.0], [261.0, 95.0, 22.0, 24.0], [287.0, 176.0, 64.0, 47.0], [4.0, 191.0, 172.0, 48.0]]"
.\rgb_\C702_2017_12_31_20_54_21\16.jpg,"[[1.0, 103.0, 58.0, 28.0], [1.0, 125.0, 62.0, 39.0], [188.0, 145.0, 126.0, 53.0], [257.0, 92.0, 26.0, 25.0]]"
.\rgb_\C702_2017_12_31_21_14_33\1.jpg,"[[113.0, 90.0, 33.0, 18.0], [165.0, 86.0, 29.0, 18.0], [239.0, 92.0, 22.0, 21.0], [266.0, 105.0, 85.0, 59.0]]"
.\rgb_\C702_2017_12_31_21_14_33\6.jpg,"[[116.0, 89.0, 27.0, 19.0], [168.0, 84.0, 27.0, 20.0], [239.0, 92.0, 23.0, 18.0], [257.0, 99.0, 94.0, 49.0], [300.0, 141.0, 51.0, 34.0]]"
.\rgb_\C702_2017_12_31_21_34_22\1.jpg,"[[115.0, 90.0, 33.0, 16.0], [146.0, 182.0, 129.0, 56.0], [148.0, 89.0, 34.0, 18.0], [198.0, 139.0, 97.0, 46.0], [296.0, 116.0, 48.0, 29.0], [84.0, 86.0, 33.0, 19.0]]"
.\rgb_\C702_2017_12_31_21_34_22\3.jpg,"[[1.0, 134.0, 49.0, 48.0], [111.0, 87.0, 36.0, 20.0], [148.0, 88.0, 29.0, 20.0], [175.0, 190.0, 136.0, 49.0], [206.0, 144.0, 92.0, 41.0], [287.0, 117.0, 47.0, 25.0], [85.0, 89.0, 38.0, 18.0]]"
.\rgb_\C702_2017_12_31_21_54_33\1.jpg,"[[218.0, 95.0, 26.0, 17.0], [265.0, 116.0, 58.0, 25.0], [308.0, 156.0, 43.0, 38.0]]"
.\rgb_\C702_2017_12_31_22_14_30\8.jpg,"[[240.0, 94.0, 20.0, 18.0], [252.0, 109.0, 36.0, 20.0]]"
.\rgb_\C702_2017_12_31_22_14_30\17.jpg,"[[108.0, 122.0, 74.0, 36.0], [266.0, 134.0, 75.0, 34.0], [270.0, 104.0, 21.0, 22.0], [310.0, 116.0, 41.0, 33.0]]"
.\rgb_\C702_2017_12_31_22_34_29\1.jpg,"[[106.0, 100.0, 60.0, 33.0], [134.0, 94.0, 35.0, 19.0], [173.0, 168.0, 128.0, 57.0], [44.0, 120.0, 100.0, 55.0]]"
.\rgb_\C702_2017_12_31_22_34_29\15.jpg,"[[136.0, 97.0, 34.0, 14.0], [179.0, 101.0, 34.0, 30.0], [281.0, 141.0, 70.0, 39.0]]"
.\rgb_\C702_2017_12_31_22_54_27\1.jpg,"[[271.0, 157.0, 79.0, 40.0], [282.0, 106.0, 22.0, 22.0], [29.0, 155.0, 149.0, 80.0]]"
.\rgb_\C702_2017_12_31_22_54_27\13.jpg,"[[1.0, 154.0, 55.0, 65.0], [100.0, 141.0, 108.0, 41.0], [113.0, 92.0, 31.0, 19.0], [297.0, 112.0, 27.0, 22.0]]"
.\rgb_\C702_2017_12_31_23_14_31\1.jpg,"[[291.0, 103.0, 23.0, 19.0]]"
.\rgb_\C702_2017_12_31_23_14_31\10.jpg,"[[53.0, 108.0, 70.0, 38.0]]"
.\rgb_\C702_2017_12_31_23_34_34\2.jpg,"[[205.0, 149.0, 111.0, 45.0]]"
.\rgb_\C702_2017_12_31_23_34_34\7.jpg,"[[1.0, 149.0, 68.0, 89.0], [208.0, 146.0, 107.0, 48.0]]"
.\rgb_\C702_2017_12_31_23_54_22\1.jpg,"[[258.0, 173.0, 93.0, 45.0], [270.0, 104.0, 48.0, 28.0], [87.0, 169.0, 168.0, 69.0]]"
.\rgb_\C702_2017_12_31_23_54_22\3.jpg,"[[103.0, 163.0, 122.0, 68.0], [295.0, 103.0, 25.0, 16.0]]"
.\rgb_\C702_2017_12_31_23_54_22\4.jpg,"[[1.0, 116.0, 46.0, 48.0], [112.0, 171.0, 145.0, 68.0], [293.0, 99.0, 32.0, 20.0]]"
.\rgb_\C702_2017_12_31_2_34_27\1.jpg,"[[77.0, 99.0, 42.0, 24.0]]"
.\rgb_\C702_2017_12_31_4_34_27\3.jpg,"[[189.0, 102.0, 37.0, 25.0]]"
.\rgb_\C702_2017_12_31_6_34_27\1.jpg,"[[107.0, 91.0, 39.0, 20.0], [52.0, 83.0, 32.0, 20.0], [89.0, 87.0, 27.0, 17.0]]"
.\rgb_\C702_2017_12_31_6_54_34\1.jpg,"[[62.0, 66.0, 73.0, 38.0], [90.0, 171.0, 161.0, 67.0]]"
.\rgb_\C702_2017_12_31_7_34_24\1.jpg,"[[148.0, 81.0, 24.0, 18.0], [159.0, 97.0, 50.0, 27.0], [242.0, 86.0, 17.0, 15.0], [249.0, 91.0, 18.0, 15.0]]"
.\rgb_\C702_2017_12_31_7_34_24\7.jpg,"[[125.0, 81.0, 30.0, 20.0], [190.0, 97.0, 29.0, 21.0], [249.0, 86.0, 14.0, 13.0], [256.0, 86.0, 15.0, 17.0]]"
.\rgb_\C702_2017_12_31_7_34_24\12.jpg,"[[222.0, 96.0, 25.0, 27.0], [245.0, 87.0, 19.0, 20.0], [251.0, 106.0, 32.0, 22.0], [63.0, 149.0, 88.0, 41.0]]"
.\rgb_\C702_2017_12_31_7_54_24\1.jpg,"[[78.0, 92.0, 44.0, 28.0]]"
.\rgb_\C702_2017_12_31_7_54_24\6.jpg,"[[130.0, 88.0, 27.0, 15.0], [79.0, 93.0, 38.0, 33.0]]"
.\rgb_\C702_2017_12_31_7_54_24\14.jpg,"[[91.0, 116.0, 75.0, 36.0]]"
.\rgb_\C702_2017_12_31_8_14_23\1.jpg,"[[118.0, 93.0, 32.0, 22.0], [166.0, 85.0, 33.0, 23.0], [76.0, 99.0, 40.0, 28.0]]"
.\rgb_\C702_2017_12_31_8_14_23\6.jpg,"[[121.0, 94.0, 27.0, 20.0], [150.0, 88.0, 30.0, 23.0], [40.0, 86.0, 36.0, 18.0], [72.0, 98.0, 38.0, 23.0]]"
.\rgb_\C702_2017_12_31_8_34_32\1.jpg,"[[113.0, 78.0, 28.0, 18.0], [114.0, 94.0, 40.0, 19.0], [149.0, 85.0, 21.0, 14.0], [166.0, 86.0, 28.0, 15.0], [206.0, 80.0, 21.0, 15.0], [78.0, 106.0, 51.0, 44.0], [78.0, 86.0, 37.0, 21.0]]"
.\rgb_\C702_2017_12_31_8_34_32\9.jpg,"[[105.0, 76.0, 24.0, 20.0], [106.0, 89.0, 40.0, 25.0], [148.0, 83.0, 21.0, 18.0], [164.0, 86.0, 24.0, 20.0], [72.0, 98.0, 30.0, 28.0], [78.0, 89.0, 38.0, 17.0], [95.0, 112.0, 57.0, 44.0]]"
.\rgb_\C702_2017_12_31_8_54_29\1.jpg,"[[103.0, 91.0, 35.0, 27.0], [137.0, 90.0, 28.0, 20.0], [162.0, 89.0, 25.0, 18.0], [67.0, 82.0, 44.0, 22.0], [71.0, 98.0, 39.0, 21.0]]"
.\rgb_\C702_2017_12_31_8_54_29\17.jpg,"[[119.0, 91.0, 33.0, 24.0], [150.0, 86.0, 33.0, 24.0], [53.0, 104.0, 40.0, 28.0], [71.0, 82.0, 37.0, 20.0], [95.0, 97.0, 32.0, 26.0]]"
.\rgb_\C702_2017_12_31_9_14_29\1.jpg,"[[105.0, 81.0, 29.0, 20.0], [116.0, 86.0, 36.0, 23.0], [153.0, 79.0, 22.0, 19.0], [45.0, 81.0, 34.0, 17.0], [71.0, 79.0, 35.0, 25.0]]"
.\rgb_\C702_2017_12_31_9_34_24\1.jpg,"[[113.0, 91.0, 29.0, 16.0], [132.0, 86.0, 24.0, 17.0], [156.0, 134.0, 100.0, 52.0], [157.0, 81.0, 26.0, 19.0], [285.0, 95.0, 22.0, 19.0], [51.0, 81.0, 32.0, 18.0], [76.0, 86.0, 28.0, 15.0]]"
.\rgb_\C702_2017_12_31_9_34_24\13.jpg,"[[1.0, 122.0, 91.0, 37.0], [103.0, 84.0, 20.0, 19.0], [112.0, 91.0, 32.0, 17.0], [160.0, 83.0, 21.0, 16.0], [54.0, 77.0, 30.0, 20.0], [73.0, 85.0, 29.0, 16.0], [77.0, 109.0, 82.0, 42.0]]"
.\rgb_\C702_2017_12_31_9_54_38\2.jpg,"[[1.0, 100.0, 34.0, 24.0], [108.0, 91.0, 36.0, 20.0], [111.0, 79.0, 26.0, 15.0], [138.0, 89.0, 29.0, 17.0], [156.0, 80.0, 24.0, 20.0], [176.0, 124.0, 83.0, 42.0], [50.0, 83.0, 30.0, 20.0], [71.0, 84.0, 31.0, 20.0]]"
.\rgb_\C702_2017_12_31_9_54_38\17.jpg,"[[112.0, 87.0, 31.0, 23.0], [141.0, 84.0, 28.0, 22.0], [51.0, 80.0, 28.0, 19.0], [74.0, 85.0, 35.0, 21.0]]"
.\rgb_\C702_2018_1_1_0_54_22\2.jpg,"[[112.0, 91.0, 38.0, 26.0]]"
.\rgb_\C702_2018_1_1_10_14_35\1.jpg,"[[114.0, 80.0, 26.0, 16.0], [114.0, 92.0, 23.0, 14.0], [126.0, 92.0, 29.0, 17.0], [152.0, 90.0, 31.0, 17.0], [171.0, 85.0, 22.0, 13.0], [179.0, 88.0, 23.0, 15.0], [186.0, 78.0, 30.0, 19.0], [49.0, 81.0, 30.0, 19.0], [70.0, 85.0, 31.0, 19.0], [95.0, 90.0, 28.0, 17.0]]"
.\rgb_\C702_2018_1_1_10_34_38\1.jpg,"[[107.0, 88.0, 35.0, 19.0], [129.0, 91.0, 24.0, 19.0], [179.0, 89.0, 24.0, 19.0], [185.0, 79.0, 23.0, 17.0], [75.0, 82.0, 21.0, 20.0], [91.0, 86.0, 26.0, 19.0]]"
.\rgb_\C702_2018_1_1_10_54_26\1.jpg,"[[108.0, 87.0, 38.0, 30.0], [151.0, 89.0, 30.0, 25.0], [176.0, 86.0, 24.0, 25.0], [21.0, 147.0, 121.0, 75.0], [285.0, 112.0, 41.0, 30.0], [303.0, 135.0, 48.0, 34.0], [40.0, 78.0, 33.0, 16.0], [62.0, 84.0, 25.0, 19.0], [77.0, 74.0, 33.0, 29.0], [95.0, 86.0, 32.0, 20.0]]"
.\rgb_\C703_2017_12_31_10_17_17\1.jpg,"[[1.0, 138.0, 80.0, 27.0], [104.0, 91.0, 16.0, 12.0], [122.0, 92.0, 14.0, 17.0], [13.0, 115.0, 59.0, 23.0], [151.0, 109.0, 67.0, 28.0], [195.0, 100.0, 66.0, 26.0], [309.0, 126.0, 42.0, 41.0], [51.0, 102.0, 18.0, 14.0], [61.0, 98.0, 16.0, 13.0], [77.0, 102.0, 19.0, 10.0], [86.0, 97.0, 13.0, 10.0], [98.0, 97.0, 17.0, 15.0]]"
.\rgb_\C703_2017_12_31_10_17_17\3.jpg,"[[1.0, 118.0, 31.0, 22.0], [100.0, 98.0, 16.0, 11.0], [107.0, 93.0, 11.0, 10.0], [110.0, 131.0, 79.0, 24.0], [122.0, 93.0, 15.0, 17.0], [151.0, 106.0, 63.0, 22.0], [307.0, 103.0, 44.0, 22.0], [53.0, 101.0, 17.0, 14.0], [63.0, 97.0, 12.0, 15.0], [79.0, 101.0, 17.0, 11.0], [79.0, 118.0, 63.0, 23.0], [86.0, 95.0, 13.0, 10.0]]"
.\rgb_\C703_2017_12_31_10_17_17\7.jpg,"[[105.0, 93.0, 13.0, 11.0], [123.0, 92.0, 14.0, 20.0], [185.0, 110.0, 61.0, 25.0], [22.0, 143.0, 86.0, 35.0], [312.0, 110.0, 39.0, 32.0], [52.0, 102.0, 19.0, 14.0], [62.0, 97.0, 15.0, 12.0], [65.0, 110.0, 65.0, 28.0], [77.0, 98.0, 18.0, 13.0], [84.0, 92.0, 18.0, 13.0], [99.0, 99.0, 18.0, 12.0]]"
.\rgb_\C703_2017_12_31_10_17_17\14.jpg,"[[105.0, 94.0, 11.0, 11.0], [122.0, 92.0, 16.0, 20.0], [287.0, 89.0, 46.0, 20.0], [297.0, 100.0, 49.0, 24.0], [50.0, 102.0, 23.0, 16.0], [64.0, 99.0, 12.0, 11.0], [76.0, 100.0, 21.0, 13.0], [87.0, 95.0, 13.0, 12.0], [98.0, 98.0, 20.0, 16.0]]"
.\rgb_\C703_2017_12_31_10_17_17\19.jpg,"[[104.0, 94.0, 16.0, 12.0], [118.0, 114.0, 56.0, 26.0], [122.0, 90.0, 17.0, 19.0], [233.0, 90.0, 37.0, 20.0], [286.0, 95.0, 58.0, 27.0], [51.0, 100.0, 20.0, 14.0], [63.0, 98.0, 15.0, 11.0], [79.0, 101.0, 17.0, 12.0], [85.0, 95.0, 15.0, 11.0], [97.0, 99.0, 19.0, 16.0]]"
.\rgb_\C703_2017_12_31_10_37_21\1.jpg,"[[106.0, 86.0, 9.0, 9.0], [115.0, 83.0, 11.0, 11.0], [149.0, 95.0, 21.0, 16.0], [157.0, 103.0, 21.0, 19.0], [269.0, 158.0, 82.0, 81.0], [291.0, 74.0, 20.0, 20.0], [92.0, 88.0, 10.0, 9.0]]"
.\rgb_\C703_2017_12_31_10_57_1\1.jpg,"[[100.0, 100.0, 16.0, 11.0], [103.0, 93.0, 17.0, 12.0], [121.0, 124.0, 89.0, 36.0], [14.0, 101.0, 29.0, 18.0], [285.0, 75.0, 27.0, 18.0], [52.0, 104.0, 18.0, 12.0], [64.0, 98.0, 14.0, 13.0], [78.0, 101.0, 17.0, 12.0], [86.0, 94.0, 12.0, 15.0]]"
.\rgb_\C703_2017_12_31_10_57_1\6.jpg,"[[101.0, 97.0, 15.0, 18.0], [106.0, 91.0, 12.0, 18.0], [17.0, 105.0, 25.0, 17.0], [217.0, 100.0, 68.0, 27.0], [23.0, 139.0, 101.0, 39.0], [280.0, 71.0, 31.0, 25.0], [49.0, 101.0, 21.0, 16.0], [63.0, 99.0, 14.0, 13.0], [80.0, 101.0, 16.0, 13.0], [85.0, 95.0, 15.0, 14.0]]"
.\rgb_\C703_2017_12_31_10_57_1\20.jpg,"[[107.0, 93.0, 12.0, 13.0], [14.0, 98.0, 24.0, 22.0], [218.0, 126.0, 91.0, 38.0], [289.0, 73.0, 23.0, 22.0], [53.0, 104.0, 18.0, 12.0], [64.0, 97.0, 15.0, 14.0], [78.0, 102.0, 17.0, 11.0], [86.0, 95.0, 12.0, 14.0], [99.0, 97.0, 18.0, 17.0]]"
.\rgb_\C703_2017_12_31_11_17_7\1.jpg,"[[11.0, 98.0, 28.0, 22.0], [72.0, 100.0, 24.0, 13.0]]"
.\rgb_\C703_2017_12_31_11_17_7\17.jpg,"[[13.0, 100.0, 20.0, 20.0], [21.0, 137.0, 88.0, 29.0], [257.0, 97.0, 62.0, 30.0], [75.0, 96.0, 16.0, 20.0]]"
.\rgb_\C703_2017_12_31_11_37_6\1.jpg,"[[154.0, 97.0, 24.0, 18.0], [210.0, 94.0, 23.0, 16.0], [247.0, 93.0, 22.0, 17.0], [260.0, 99.0, 34.0, 20.0], [319.0, 88.0, 24.0, 20.0]]"
.\rgb_\C703_2017_12_31_11_37_6\4.jpg,"[[154.0, 98.0, 20.0, 18.0], [198.0, 88.0, 15.0, 17.0], [226.0, 87.0, 13.0, 15.0], [233.0, 94.0, 26.0, 16.0], [293.0, 122.0, 57.0, 42.0], [300.0, 87.0, 27.0, 16.0], [314.0, 100.0, 37.0, 30.0]]"
.\rgb_\C703_2017_12_31_11_37_6\16.jpg,"[[153.0, 96.0, 21.0, 18.0], [176.0, 82.0, 13.0, 13.0], [190.0, 80.0, 14.0, 13.0], [204.0, 93.0, 21.0, 15.0], [218.0, 85.0, 24.0, 13.0], [287.0, 113.0, 57.0, 38.0], [293.0, 86.0, 20.0, 16.0]]"
.\rgb_\C703_2017_12_31_11_37_6\20.jpg,"[[150.0, 97.0, 24.0, 19.0], [172.0, 80.0, 11.0, 14.0], [186.0, 81.0, 12.0, 9.0], [192.0, 88.0, 15.0, 15.0], [207.0, 82.0, 19.0, 16.0], [238.0, 102.0, 40.0, 23.0], [276.0, 85.0, 22.0, 13.0], [313.0, 86.0, 30.0, 20.0]]"
.\rgb_\C703_2017_12_31_11_57_6\1.jpg,"[[101.0, 97.0, 15.0, 15.0], [104.0, 96.0, 14.0, 10.0], [125.0, 94.0, 19.0, 17.0], [130.0, 104.0, 39.0, 17.0], [155.0, 147.0, 99.0, 58.0], [59.0, 101.0, 16.0, 14.0], [71.0, 95.0, 8.0, 14.0], [78.0, 102.0, 13.0, 11.0], [86.0, 97.0, 12.0, 12.0], [92.0, 91.0, 11.0, 12.0], [9.0, 100.0, 19.0, 14.0]]"
.\rgb_\C703_2017_12_31_11_57_6\8.jpg,"[[101.0, 98.0, 17.0, 14.0], [103.0, 91.0, 20.0, 12.0], [11.0, 100.0, 20.0, 15.0], [124.0, 93.0, 19.0, 19.0], [190.0, 91.0, 25.0, 20.0], [298.0, 119.0, 53.0, 42.0], [62.0, 101.0, 15.0, 13.0], [66.0, 95.0, 20.0, 11.0], [74.0, 101.0, 20.0, 13.0], [82.0, 98.0, 21.0, 11.0], [88.0, 93.0, 16.0, 10.0]]"
.\rgb_\C703_2017_12_31_11_57_6\17.jpg,"[[103.0, 96.0, 13.0, 14.0], [107.0, 92.0, 11.0, 12.0], [125.0, 93.0, 17.0, 15.0], [136.0, 182.0, 108.0, 57.0], [186.0, 80.0, 17.0, 19.0], [292.0, 119.0, 59.0, 44.0], [54.0, 101.0, 20.0, 13.0], [69.0, 93.0, 14.0, 10.0], [78.0, 101.0, 16.0, 11.0], [86.0, 96.0, 18.0, 8.0], [91.0, 92.0, 11.0, 11.0], [9.0, 100.0, 17.0, 15.0]]"
.\rgb_\C703_2017_12_31_12_17_8\15.jpg,"[[1.0, 103.0, 13.0, 16.0], [1.0, 145.0, 90.0, 33.0], [108.0, 92.0, 12.0, 14.0], [11.0, 104.0, 12.0, 14.0], [122.0, 98.0, 19.0, 11.0], [127.0, 93.0, 12.0, 9.0], [287.0, 101.0, 57.0, 26.0], [51.0, 103.0, 15.0, 14.0], [76.0, 100.0, 15.0, 12.0], [83.0, 95.0, 13.0, 11.0], [99.0, 97.0, 16.0, 14.0]]"
.\rgb_\C703_2017_12_31_12_17_8\20.jpg,"[[1.0, 102.0, 14.0, 19.0], [101.0, 84.0, 15.0, 12.0], [103.0, 91.0, 17.0, 13.0], [122.0, 93.0, 18.0, 17.0], [123.0, 90.0, 14.0, 11.0], [183.0, 127.0, 91.0, 34.0], [189.0, 98.0, 74.0, 32.0], [309.0, 95.0, 42.0, 26.0], [52.0, 96.0, 19.0, 21.0], [74.0, 98.0, 18.0, 14.0], [7.0, 103.0, 18.0, 17.0], [88.0, 90.0, 14.0, 17.0], [98.0, 98.0, 18.0, 12.0]]"
.\rgb_\C703_2017_12_31_12_37_3\1.jpg,"[[1.0, 110.0, 30.0, 30.0], [136.0, 83.0, 20.0, 18.0], [225.0, 88.0, 30.0, 22.0], [260.0, 116.0, 49.0, 25.0], [270.0, 135.0, 76.0, 52.0], [307.0, 112.0, 44.0, 27.0], [313.0, 85.0, 30.0, 24.0], [8.0, 99.0, 27.0, 15.0]]"
.\rgb_\C703_2017_12_31_12_37_3\7.jpg,"[[137.0, 88.0, 21.0, 15.0], [196.0, 82.0, 14.0, 14.0], [198.0, 103.0, 21.0, 16.0], [205.0, 96.0, 17.0, 13.0], [219.0, 89.0, 22.0, 19.0], [278.0, 83.0, 22.0, 17.0], [321.0, 83.0, 30.0, 23.0], [7.0, 101.0, 21.0, 15.0]]"
.\rgb_\C703_2017_12_31_12_37_3\16.jpg,"[[140.0, 90.0, 24.0, 18.0], [170.0, 86.0, 19.0, 14.0], [179.0, 79.0, 12.0, 7.0], [186.0, 82.0, 11.0, 11.0], [298.0, 81.0, 27.0, 18.0], [303.0, 117.0, 48.0, 46.0], [329.0, 88.0, 22.0, 18.0], [5.0, 99.0, 21.0, 16.0]]"
.\rgb_\C703_2017_12_31_12_37_3\19.jpg,"[[141.0, 93.0, 20.0, 15.0], [168.0, 85.0, 13.0, 13.0], [177.0, 81.0, 12.0, 10.0], [223.0, 212.0, 128.0, 27.0], [256.0, 103.0, 39.0, 32.0], [303.0, 83.0, 29.0, 19.0], [336.0, 94.0, 15.0, 21.0], [7.0, 100.0, 16.0, 15.0]]"
